"","DEPT","SP","GR","CALI","BITSIZE","MSFL","LLD","LLS","RHOB","NPHI","DT","MUDWGT","well_name","DEPTH","VSH_linear","VSH_larionov_young","VSH_larionov_old","VSH_clavier","VSH_steiber","PHID","PHIND"
"4736",2465.5,-7.1244,98.5974,11.414,8.5,1.3234,8.0756,8.2268,2.1657,40.826,102.9521,10.2,"WA2",2465.5,0.440795391708121,0.174063751584131,0.277993882594367,0.258269833062541,0.208078490339542,0.312451612903226,28.869186878144
"4737",2466,-6.38768,100.2917,11.1777,8.5,1.5139,8.1938,8.3395,2.1641,41.6525,103.2428,10.2,"WA2",2466,0.4501456371224,0.180302660497095,0.285926114832522,0.265717944960508,0.214384800901609,0.313483870967742,29.4535993419086
"4738",2466.5,-4.77707,101.2625,11.2063,8.5,1.8086,8.2427,8.3927,2.1626,42.4594,103.4349,10.2,"WA2",2466.5,0.455503140662613,0.18394543206821,0.290517675311419,0.270030597558522,0.218049071469481,0.314451612903226,30.0241530120073
"4739",2467,-2.38806,102.0978,11.1037,8.5,2.0995,8.129,8.3046,2.172,42.336,103.4856,10.2,"WA2",2467,0.460112867390198,0.187120072700692,0.29449575243812,0.273767853778463,0.221232118833635,0.308387096774193,29.9368668918564
"4740",2467.5,-3.10055,102.611,11.2485,8.5,2.6406,8.2941,8.4347,2.2377,42.0311,103.818,10.2,"WA2",2467.5,0.462945037576475,0.189089235377417,0.296952480798837,0.27607625219036,0.223201785031048,0.266,29.7210710036667
"4741",2468,-5.02414,99.9428,11.4519,8.5,3.1638,8.2008,8.3439,2.2788,41.8631,104.0434,10.2,"WA2",2468,0.448220180812985,0.179005647747984,0.28428424678062,0.264176049658665,0.213077001781343,0.239483870967742,29.602166256327
"4742",2468.5,-5.93013,98.1469,11.6573,8.5,2.7434,8.1822,8.3227,2.3019,41.4676,104.2689,10.2,"WA2",2468.5,0.438309240755437,0.172429903379031,0.275902016072339,0.256306101553802,0.206420389806968,0.22458064516129,29.3224511784586
"4743",2469,-5.72072,97.8744,12.3442,8.5,1.7641,8.2445,8.3861,2.2718,40.1163,106.8374,10.2,"WA2",2469,0.436805409158086,0.171446660280025,0.274640175636982,0.255121644667304,0.205421196138795,0.244,28.3670324645529
"4744",2469.5,-4.94781,98.3654,12.8068,8.5,1.5451,8.2583,8.3982,2.1991,38.9163,104.655,10.2,"WA2",2469.5,0.439515065357349,0.173221045974872,0.276915705774349,0.257257675181172,0.207223625249071,0.290903225806452,27.5187484306317
"4745",2470,-3.5258,97.8625,11.7092,8.5,1.9289,8.2785,8.4206,2.1921,39.4925,100.9266,10.2,"WA2",2470,0.436739737246128,0.171403808681443,0.274585131337535,0.255069977554067,0.205377626036245,0.29541935483871,27.9261958458829
"4746",2470.5,2.05832,97.206,11.4955,8.5,1.3116,8.3417,8.4849,2.2551,40.1273,101.868,10.2,"WA2",2470.5,0.433116744792328,0.169050915986788,0.271556194789706,0.252227074893566,0.202982258217194,0.254774193548387,28.3748578426368
"4747",2471,1.48373,96.7555,12.0622,8.5,1.1181,8.407,8.5899,2.2331,40.549,102.1319,10.2,"WA2",2471,0.430630593839643,0.167448928409227,0.269486477805664,0.25028469682016,0.201347911843603,0.268967741935484,28.6731036395278
"4748",2471.5,-4.52416,97.3114,11.897,8.5,1.1595,8.5105,8.6845,2.2459,41.1106,102.6093,10.2,"WA2",2471.5,0.433698410298239,0.169427197384073,0.272041461032128,0.252682510819673,0.203365733713077,0.260709677419355,29.0701685744674
"4749",2472,-7.62215,99.6829,12.1168,8.5,1.3278,8.2554,8.4242,2.2848,42.358,104.7146,10.2,"WA2",2472,0.446785884181237,0.178043640611419,0.283064043696019,0.263030224450542,0.212105913446625,0.235612903225806,29.9520923930213
"4750",2472.5,-6.58014,102.3445,12.2095,8.5,1.5229,8.1405,8.2785,2.2967,44.2243,102.7903,10.2,"WA2",2472.5,0.461474317867506,0.188064882331224,0.295675520665636,0.274876353106787,0.222177614770162,0.227935483870968,31.2717177740111
"4751",2473,-4.88313,102.7659,11.9654,8.5,1.408,8.1286,8.2664,2.3058,45.0049,99.5252,10.2,"WA2",2473,0.463799876161537,0.189686406520635,0.297695896203641,0.276774842743991,0.223798407996447,0.222064516129032,31.8236573688453
"4752",2473.5,-6.42562,101.9872,11.6031,8.5,1.4168,8.3622,8.5564,2.3128,45.1703,96.7214,10.2,"WA2",2473.5,0.459502504914356,0.186697567558324,0.293967563809448,0.273271595188021,0.220809039466517,0.217548387096774,31.9405958725783
"4753",2474,-5.30531,101.575,11.1032,8.5,1.498,8.9096,9.1614,2.3139,44.7744,90.8487,10.2,"WA2",2474,0.457227718182511,0.185128727479002,0.292002966440439,0.271425882822281,0.219236609063673,0.216838709677419,31.660653139078
"4754",2474.5,-4.5058,101.4242,9.9347,8.5,1.5514,9.9433,9.7422,2.3124,44.0039,95.2053,10.2,"WA2",2474.5,0.456395506054509,0.184557063021094,0.291285781013062,0.270752144106231,0.218663060911631,0.217806451612903,31.1158372445638
"4755",2475,-7.98319,103.1679,9.8173,8.5,1.5534,10.1739,9.6585,2.3563,41.469,97.6862,10.2,"WA2",2475,0.466018372683134,0.191242320220253,0.299629339783095,0.278591840967072,0.225351379739904,0.189483870967742,29.3233172163157
"4756",2475.5,-11.14097,106.8613,10.294,8.5,1.558,10.1023,9.5057,2.2751,39.4148,104.2004,10.2,"WA2",2475.5,0.4864009474415,0.205959388945255,0.317674040026228,0.295559616106859,0.239937550362611,0.241870967741935,27.8709971171201
"4757",2476,-11.21386,109.4027,10.8262,8.5,1.5738,9.6195,9.0354,2.2296,38.0559,103.5385,10.2,"WA2",2476,0.500426039630515,0.21654226677526,0.330389921918475,0.30752834018893,0.250319665913234,0.271225806451613,26.9102683770349
"4758",2476.5,-8.73935,109.8542,10.8636,8.5,1.6007,8.9243,8.5884,2.2583,38.4726,103.6934,10.2,"WA2",2476.5,0.502917709231263,0.218462544809836,0.332674976775298,0.309680258063703,0.252194685377232,0.252709677419355,27.2048232207182
"4759",2477,-7.62284,108.5614,10.7919,8.5,1.5949,8.5576,8.4387,2.2386,38.8853,102.827,10.2,"WA2",2477,0.495783201014548,0.212996698699551,0.326153076709437,0.303539282266987,0.24685068080689,0.26541935483871,27.4966998340157
"4760",2477.5,-6.99203,107.5755,10.9822,8.5,1.5347,8.5503,8.3968,2.2089,39.2891,100.133,10.2,"WA2",2477.5,0.490342365888574,0.208895100531183,0.321222594832039,0.298898628945503,0.242826057726049,0.28458064516129,27.7823178024585
"4761",2478,-3.37812,106.9604,11.456,8.5,1.5216,8.6041,8.443,2.2221,39.9954,101.7297,10.2,"WA2",2478,0.486947845464609,0.206364967473556,0.318165267833702,0.296021790715069,0.240337006976672,0.276064516129032,28.2816922476102
"4762",2478.5,-4.58801,103.6307,11.727,8.5,1.5409,7.7743,8.1798,2.216,40.6078,102.4293,10.2,"WA2",2478.5,0.468572403007001,0.19304455281066,0.301862580461462,0.280690823347343,0.227147501372402,0.28,28.7147333336042
"4763",2479,-9.50669,99.3614,11.515,8.5,1.5622,7.5905,7.9486,2.1894,40.7279,103.4892,10.2,"WA2",2479,0.445011638828766,0.176858509861252,0.281557988159975,0.26161606413772,0.210908316720537,0.297161290322581,28.7997408255913
"4764",2479.5,-12.61679,95.5497,11.4727,8.5,1.3525,7.7325,7.9118,2.1987,40.5451,102.7901,10.2,"WA2",2479.5,0.423976208004468,0.163210998712809,0.263981682215508,0.245119426262108,0.197010610340774,0.291161290322581,28.6704543817061
"4765",2480,-9.85967,93.9697,10.9099,8.5,1.1428,7.9996,8.1956,2.2419,39.1581,102.0021,10.2,"WA2",2480,0.415256744063866,0.157766253614104,0.256845003948402,0.238424687256909,0.191407847797818,0.263290322580645,27.6895839387663
"4766",2480.5,-7.20816,93.847,10.6643,8.5,1.2351,8.3087,8.4563,2.2495,39.6315,101.468,10.2,"WA2",2480.5,0.414579605946454,0.157348497307787,0.256294383536286,0.237908244326558,0.190976513900844,0.258387096774194,28.0242979942565
"4767",2481,-4.90245,95.5429,11.1052,8.5,1.4494,8.429,8.5787,2.307,40.0176,101.3116,10.2,"WA2",2481,0.423938681197635,0.163187303787289,0.263950782191006,0.245090435488267,0.19698630263444,0.221290322580645,28.2971489656367
"4768",2481.5,-0.92024,98.3205,11.6003,8.5,1.1329,8.331,8.5503,2.2772,41.4161,102.7715,10.2,"WA2",2481.5,0.43926727805929,0.173058272723651,0.276707262309415,0.257062000935807,0.207058417720729,0.240516129032258,29.2860989824381
"4769",2482,-0.67953,100.6258,11.4249,8.5,1.0578,8.1506,8.4299,2.2467,41.2292,101.6266,10.2,"WA2",2482,0.451989417440473,0.181550672675077,0.287502449406284,0.267198414955804,0.215641628511323,0.260193548387097,29.1540274518172
"4770",2482.5,-2.83232,101.3257,10.8404,8.5,1.0777,7.9734,8.2811,2.2359,41.1296,102.4498,10.2,"WA2",2482.5,0.455851919220237,0.184184319723201,0.290817774200584,0.270312502385611,0.218288922620923,0.267161290322581,29.0836326076631
"4771",2483,-7.21031,101.236,10.7307,8.5,1.1483,7.7985,8.0657,2.2472,41.0611,103.3387,10.2,"WA2",2483,0.455356896488926,0.183845329133436,0.290391885877317,0.269912435640573,0.217948548627976,0.259870967741936,29.0351637340818
"4772",2483.5,-7.3544,100.933,11.7265,8.5,1.1669,7.6353,7.8559,2.25,40.8858,103.62,10.2,"WA2",2483.5,0.453684746125633,0.182703420856107,0.288955425592653,0.268563132179056,0.216801171752824,0.258064516129032,28.911202317912
"4773",2484,-7.15618,99.5229,11.5077,8.5,1.1494,7.4999,7.6514,2.2627,40.0227,104.0227,10.2,"WA2",2484,0.445902900491049,0.177453165850776,0.282314066244358,0.262325995697842,0.211509404920463,0.249870967741935,28.3008741100917
"4774",2484.5,-6.79167,97.1157,11.4993,8.5,1.1187,7.4425,7.6167,2.2523,39.8699,104.6753,10.2,"WA2",2484.5,0.432618410872178,0.168728988233133,0.271140760725146,0.251837186172293,0.202654053282706,0.25658064516129,28.1928604405217
"4775",2485,-2.41206,94.8521,11.3893,8.5,1.1421,7.5188,7.6374,2.2311,41.4237,105.9191,10.2,"WA2",2485,0.42012639911525,0.160792022542006,0.260820065004287,0.242153351684374,0.194525729108961,0.270258064516129,29.2916025603878
"4776",2485.5,-2.64915,95.0882,11.027,8.5,1.2787,7.6425,7.7819,2.2297,42.077,104.332,10.2,"WA2",2485.5,0.421429351923083,0.161608043260004,0.261888213580232,0.243155393102829,0.195364741602457,0.271161290322581,29.7535498507772
"4777",2486,-5.66534,99.0869,10.6425,8.5,1.511,7.7927,7.9594,2.2613,41.9181,103.8482,10.2,"WA2",2486,0.443496769935288,0.175850892107513,0.280275030846882,0.260411469499857,0.209888979661768,0.250774193548387,29.6411031787461
"4778",2486.5,-5.77423,100.5682,10.912,8.5,1.6562,8.0545,8.1799,2.2537,41.8234,103.5499,10.2,"WA2",2486.5,0.451671543312006,0.181335089817675,0.287230396332174,0.266942898442165,0.21542463167459,0.255677419354839,29.5741623592518
"4779",2487,-4.07792,99.9412,11.7088,8.5,1.9168,8.1451,8.283,2.2502,42.3436,103.1218,10.2,"WA2",2487,0.448211350976083,0.178999714594237,0.284276727524838,0.264168988533233,0.213071015451647,0.257935483870968,29.9420022015382
"4780",2487.5,-1.94731,98.748,12.4365,8.5,1.9606,8.0091,8.1778,2.2554,43.2644,102.3939,10.2,"WA2",2487.5,0.44162650010651,0.174612266735514,0.2786947930682,0.258927852515856,0.208634522761083,0.25458064516129,30.5930802524434
"4781",2488,-1.5974,98.0564,12.0799,8.5,2.2348,7.7283,7.8963,2.2479,43.727,101.3456,10.2,"WA2",2488,0.437809803105674,0.172102937756777,0.275482654342082,0.255912450037524,0.206088233720176,0.25941935483871,30.9202023554315
"4782",2488.5,-1.99189,99.2675,11.593,8.5,2.6747,7.1115,7.3766,2.2196,44.0849,102.4046,10.2,"WA2",2488.5,0.444493437775587,0.176513386892919,0.28111881538812,0.261203707647042,0.210559296210744,0.277677419354839,31.173350098756
"4783",2489,-5.16577,99.7139,11.6679,8.5,2.9618,6.4869,6.7618,2.2386,43.6152,103.0306,10.2,"WA2",2489,0.446956962271211,0.178158199811755,0.283209458022353,0.263166771438802,0.212221602658905,0.26541935483871,30.8411747382774
"4784",2489.5,-7.32016,100.0191,12.1037,8.5,2.6833,6.3346,6.4541,2.2942,43.5647,103.4617,10.2,"WA2",2489.5,0.448641253660243,0.179288741049933,0.284642928161831,0.264512880451439,0.213362591609268,0.229548387096774,30.805322417985
"4785",2490,-4.69945,99.8766,12.4355,8.5,1.885,6.7026,6.8928,2.2888,43.1342,103.2016,10.2,"WA2",2490,0.44785484631117,0.178760275701165,0.283973214438104,0.263883969938376,0.212829401314537,0.233032258064516,30.5009304257534
"4786",2490.5,-3.90374,98.9511,11.5865,8.5,1.7075,7.1582,7.3601,2.2797,43.006,102.1402,10.2,"WA2",2490.5,0.442747337528242,0.175353851325388,0.279641324663275,0.259816496910163,0.209385775625828,0.238903225806452,30.4103034410321
"4787",2491,-6.25183,95.4412,11.4475,8.5,1.6833,7.7109,8.1006,2.2663,42.8866,98.6715,10.2,"WA2",2491,0.423377434689559,0.162833197233027,0.263488836812941,0.244657037248503,0.196622961626055,0.247548387096774,30.3259108664847
"4788",2491.5,-2.09762,92.107,11.7929,8.5,1.6771,9.0796,9.526,2.2737,42.2986,96.7215,10.2,"WA2",2491.5,0.404977158315664,0.151501756218743,0.248541456090807,0.230637730305886,0.184917219485915,0.242774193548387,29.9101195356108
"4789",2492,-3.45561,91.0436,12.2751,8.5,1.617,9.0587,9.558,2.2948,42.3265,94.9424,10.2,"WA2",2492,0.399108627964756,0.147998769248031,0.243853819991965,0.226242820565941,0.181266125842604,0.229161290322581,29.9297938277812
"4790",2492.5,-6.5674,92.0828,10.5856,8.5,1.5666,8.2162,8.1127,2.3094,42.3645,94.4382,10.2,"WA2",2492.5,0.404843607032524,0.151421450407001,0.248434354035844,0.230537307721165,0.184833695731595,0.219741935483871,29.9566282045244
"4791",2493,-9.91478,93.9703,10.3309,8.5,1.7223,7.5468,6.8773,2.3922,40.7605,97.2963,10.2,"WA2",2493,0.415260055252704,0.15776829821522,0.256847697738886,0.238427213869342,0.191409958333121,0.166322580645161,28.822265901997
"4792",2493.5,-7.29678,94.5711,11.2429,8.5,2.1824,7.0329,6.7318,2.3517,39.1307,103.5642,10.2,"WA2",2493.5,0.418575659009359,0.159824363486971,0.259551294785611,0.240963161852389,0.193529793598839,0.192451612903226,27.6699179625935
"4793",2494,-6.35736,93.6842,11.9769,8.5,3.6429,7.1831,7.0526,2.2481,38.094,107.8071,10.2,"WA2",2494,0.413681170041688,0.156795331346679,0.255564610417541,0.237223786256224,0.190405044372453,0.259290322580645,26.9371496958326
"4794",2494.5,-7.19615,95.11,11.6878,8.5,5.6912,7.3365,7.3373,2.2548,40.338,106.5652,10.2,"WA2",2494.5,0.421549658450871,0.161683527122069,0.261986937083359,0.24324800888115,0.195442313016166,0.254967741935484,28.5238431189543
"4795",2495,-7.08304,98.3732,11.5683,8.5,7.0068,7.4927,7.5107,2.2615,42.489,105.7673,10.2,"WA2",2495,0.439558110812246,0.173249333389685,0.276951923743359,0.257291674633426,0.207252332868954,0.250645161290323,30.044782775025
"4796",2495.5,-6.73963,102.5167,11.6779,8.5,7.2031,7.5972,7.563,2.301,43.9682,104.886,10.2,"WA2",2495.5,0.46242462906407,0.188726330211019,0.296500335703149,0.275651383352636,0.222839054403801,0.225161290322581,31.0906200392229
"4797",2496,-7.03652,104.5283,11.6164,8.5,7.0956,7.7032,7.563,2.3489,43.1157,101.9249,10.2,"WA2",2496,0.473525941508953,0.196573811421388,0.306216552678189,0.284783809940854,0.230656555609916,0.194258064516129,30.487713284909
"4798",2496.5,-8.00471,102.6812,11.4468,8.5,7.0753,7.7816,7.563,2.3411,42.4177,105.6417,10.2,"WA2",2496.5,0.463332446670544,0.189359708506011,0.297289284239958,0.276392744285305,0.223472050023397,0.199290322580645,29.9941743503857
"4799",2497,-9.6835,100.5143,12.0919,8.5,7.1687,7.7135,7.563,2.3475,42.8659,104.4848,10.2,"WA2",2497,0.451374088181374,0.181133514281378,0.286975927447441,0.266703900422348,0.215221693024235,0.195161290322581,30.3110827152317
"4800",2497.5,-7.51819,98.3474,12.3648,8.5,7.2954,7.646,7.5618,2.3621,42.596,103.3165,10.2,"WA2",2497.5,0.439415729692203,0.173155779242549,0.276832134093998,0.257179222865852,0.207157385789192,0.185741935483871,30.1202068059517
"4801",2498,-8.65338,96.4019,11.6316,8.5,5.9293,7.5926,7.5505,2.3453,41.41,101.5935,10.2,"WA2",2498,0.428679199884329,0.166198654899783,0.267866934714132,0.248764917820524,0.200070417674167,0.19658064516129,29.2816217442789
"4802",2498.5,-9.65106,96.9129,11.8129,8.5,4.1866,7.6029,7.5393,2.3532,40.9072,102.7679,10.2,"WA2",2498.5,0.431499229044865,0.168007485574655,0.270208804702523,0.250962562708998,0.201918070989854,0.191483870967742,28.9260754157286
"4803",2499,-9.49735,98.4476,11.3029,8.5,3.0488,7.6132,7.3087,2.3507,41.1547,106.9223,10.2,"WA2",2499,0.439968698228183,0.173519308820223,0.277297496095107,0.2576160819463,0.207526276579185,0.193096774193548,29.1010877670767
"4804",2499.5,-9.69414,98.9293,10.9642,8.5,1.8975,7.6236,7.1023,2.3442,41.2364,108.1495,10.2,"WA2",2499.5,0.442627031000454,0.175274150224515,0.279539657002299,0.259721045065544,0.20930506263048,0.197290322580645,29.1588717925727
"4805",2500,-9.82503,97.4748,11.7468,8.5,2.1772,7.6339,7.1342,2.3238,43.9132,105.9626,10.2,"WA2",2500,0.434600157391843,0.170011651426109,0.272794535788833,0.253389311927219,0.203961057628804,0.210451612903226,31.0516780876765
"4806",2500.5,-9.91772,94.9195,12.1691,8.5,2.8756,7.6556,7.2383,2.2809,44.3153,103.5298,10.2,"WA2",2500.5,0.420498355994742,0.16102469577925,0.261124795040554,0.242439217660862,0.19476503733453,0.238129032258065,31.3361015406033
"4807",2501,-8.45531,94.5016,12.2615,8.5,3.7223,7.6658,7.0696,2.3015,44.6368,101.9629,10.2,"WA2",2501,0.418192112968933,0.159585624489208,0.259237909137089,0.240669194975288,0.193283908345606,0.224838709677419,31.563384377197
"4808",2501.5,-8.0941,96.0068,11.9393,8.5,4.3958,7.5383,6.8142,2.3157,45.1701,103.3178,10.2,"WA2",2501.5,0.426498782034372,0.164809025842068,0.266062490272347,0.247071751917846,0.198648485393721,0.215677419354839,31.9404481086225
"4809",2502,-8.88289,100.8122,11.4592,8.5,5.3539,7.4676,7.0229,2.3355,46.4092,103.506,10.2,"WA2",2502,0.453018093439542,0.182249528619463,0.288383665555618,0.268026090949613,0.216344757536353,0.202903225806451,32.8165736660536
"4810",2502.5,-6.42178,105.0081,11.2201,8.5,6.0837,7.4294,7.2816,2.3403,46.2474,104.2549,10.2,"WA2",2502.5,0.476173788849903,0.198478798570014,0.308556201572779,0.2869836453804,0.232546199571801,0.199806451612903,32.7021553523472
"4811",2503,-8.06396,107.9047,11.3144,8.5,6.3861,7.4016,7.1893,2.3089,45.4901,102.3214,10.2,"WA2",2503,0.492159104831135,0.210258297654076,0.322864788791863,0.300444117311414,0.244165079622351,0.220064516129032,32.1667345747222
"4812",2503.5,-11.59415,107.643,11.1535,8.5,6.421,7.4772,7.0962,2.3068,43.8375,108.4654,10.2,"WA2",2503.5,0.490714874632872,0.209174096501809,0.321558977437538,0.299215188785935,0.243100221285028,0.22141935483871,30.9981889211345
"4813",2504,-11.00674,105.3198,11.7332,8.5,6.142,7.4096,6.9091,2.343,42.0701,108.823,10.2,"WA2",2504,0.477893951451349,0.199723315174163,0.310080752753063,0.288417257425436,0.233779044811416,0.198064516129032,29.748382675051
"4814",2504.5,-10.54243,102.7315,11.7826,8.5,5.9165,7.3101,6.727,2.3608,43.0184,105.7951,10.2,"WA2",2504.5,0.463610034668147,0.18955367438076,0.297530723323812,0.27661962665646,0.223665825691249,0.18658064516129,30.4188884650405
"4815",2505,-9.83132,102.1249,11.5684,8.5,4.9076,7.2014,6.5917,2.3459,43.2677,108.6219,10.2,"WA2",2505,0.460262422752724,0.187223698841295,0.294625241163785,0.273889516780702,0.221335860521304,0.196193548387097,30.5951986036897
"4816",2505.5,-11.24041,102.1134,11.5037,8.5,2.1783,7.0806,6.5755,2.3555,43.9142,106.9308,10.2,"WA2",2505.5,0.460198958299991,0.187179719794153,0.294570288794527,0.273837885386232,0.221291833650982,0.19,31.0523192502589
"4817",2506,-11.2035,102.102,11.4106,8.5,1.0052,7.2476,6.7759,2.3759,44.144,105.5238,10.2,"WA2",2506,0.460136045712066,0.187136130238035,0.294515819043603,0.273786707592594,0.221248194927168,0.176838709677419,31.2147722074761
"4818",2506.5,-10.32329,100.8736,11.4363,8.5,0.922,7.4186,7.1266,2.3645,43.725,103.9513,10.2,"WA2",2506.5,0.453356938430651,0.182480135146001,0.288674212654038,0.268298993304162,0.216576670250354,0.184193548387097,30.9185183366156
"4819",2507,-7.77427,99.8596,11.4593,8.5,1.0095,7.5749,7.4061,2.3748,42.9783,97.5248,10.2,"WA2",2507,0.447761029294088,0.178697301843419,0.28389336750118,0.263808989154376,0.212765845858047,0.177548387096774,30.3905066946881
"4820",2507.5,-10.22487,99.8386,10.9769,8.5,1.052,7.3603,7.1802,2.3636,42.4425,93.4718,10.2,"WA2",2507.5,0.447645137684751,0.178619531523624,0.283794747386007,0.263716379697746,0.212687351821562,0.184774193548387,30.0116639638042
"4821",2508,-12.33725,101.2421,10.7835,8.5,0.8312,6.9381,6.4629,2.3592,41.7945,94.6119,10.2,"WA2",2508,0.455390560242114,0.183868368369367,0.290420838921536,0.26993963298628,0.217971685354319,0.187612903225806,29.5534721213215
"4822",2508.5,-11.85334,103.3691,10.942,8.5,0.7952,6.8893,6.4684,2.3797,40.2933,96.5148,10.2,"WA2",2508.5,0.467128724673544,0.192024381605721,0.300599258592429,0.279503417799991,0.226131143266571,0.174387096774193,28.4919325050927
"4823",2509,-10.47663,105.8587,11.2766,8.5,0.8855,6.9376,6.6538,2.4536,38.102,101.2715,10.2,"WA2",2509,0.480867950892862,0.201887961665224,0.312725149888934,0.290904232298566,0.235920335992843,0.126709677419355,26.9423315559581
"4824",2509.5,-7.81932,107.7695,11.7834,8.5,1.0548,6.9862,6.742,2.42,37.0932,107.5373,10.2,"WA2",2509.5,0.491412983612926,0.209697673981352,0.322189851370207,0.299808905013839,0.243614569505985,0.148387096774194,26.2290631263346
"4825",2510,-6.44571,109.3046,11.4112,8.5,1.6224,6.9656,6.557,2.3569,38.0796,112.5268,10.2,"WA2",2510,0.499884660255469,0.216126657203355,0.329894477843728,0.307061809668635,0.249913505167894,0.189096774193548,26.9266753773095
"4826",2510.5,-7.6461,111.4778,11.033,8.5,2.0477,6.7139,6.3226,2.3118,40.3063,109.2569,10.2,"WA2",2510.5,0.511877786227441,0.225470184427214,0.340957598245279,0.317483370353732,0.259015422936976,0.218193548387097,28.5012756566663
"4827",2511,-10.24759,113.1501,10.7653,8.5,2.1337,6.7542,6.3872,2.3088,41.6968,107.9593,10.2,"WA2",2511,0.52110662138432,0.232858356355455,0.349596897925355,0.325627918207238,0.266171287276073,0.220129032258064,29.4845009032783
"4828",2511.5,-12.17418,115.5469,10.931,8.5,1.2299,6.8974,6.5297,2.3107,42.1635,111.3944,10.2,"WA2",2511.5,0.534333717063329,0.243756966481094,0.362173380009153,0.337494853249858,0.276665824677225,0.218903225806451,29.8144985776406
"4829",2512,-13.15947,117.7076,11.2467,8.5,1.3687,7.0275,6.7729,2.3504,42.3859,112.2893,10.2,"WA2",2512,0.546257859934505,0.253903945334902,0.373710356029854,0.348393050272577,0.286376074300854,0.193290322580645,29.971668955522
"4830",2512.5,-11.90375,118.4968,11.1136,8.5,1.5382,7.0668,6.8841,2.4057,42.6043,109.7367,10.2,"WA2",2512.5,0.550613176986354,0.257688204010633,0.377972036804591,0.352421920055058,0.28998357868426,0.157612903225806,30.1259955878413
"4831",2513,-10.17074,119.2204,11.2263,8.5,1.6866,7.034,6.8871,2.4323,42.7493,108.5579,10.2,"WA2",2513,0.554606470725228,0.261195248896344,0.381902153755394,0.356138919525389,0.293320428769317,0.140451612903226,30.2284830676761
"4832",2513.5,-8.30063,120.2991,11.4435,8.5,1.7769,6.9906,6.7476,2.4177,41.3672,109.9757,10.2,"WA2",2513.5,0.560559436391511,0.266490479660759,0.387801479738411,0.36172128937044,0.298347473010077,0.149870967741935,29.2512196083084
"4833",2514,-9.90332,120.8801,11.597,8.5,1.4601,6.9474,6.6289,2.4197,40.7722,112.0987,10.2,"WA2",2514,0.563765770916504,0.269376226410953,0.390999153827351,0.364748684232135,0.301081584823271,0.14858064516129,28.8304905356128
"4834",2514.5,-10.98481,118.7438,11.7637,8.5,1.264,6.8721,6.5338,2.4226,40.8734,110.0135,10.2,"WA2",2514.5,0.551976283058082,0.258881294205651,0.379311132499664,0.353688228284373,0.291119448381848,0.146709677419355,28.9020444890102
"4835",2515,-11.2769,116.6535,11.419,8.5,1.01,6.7568,6.4014,2.3784,41.1888,109.7028,10.2,"WA2",2515,0.540440653010588,0.248914960457322,0.368058202704185,0.34305232733216,0.281608769017885,0.175225806451613,29.1251433431944
"4836",2515.5,-10.16869,115.6096,10.944,8.5,1.2012,6.6433,6.3739,2.3375,42.0068,105.7342,10.2,"WA2",2515.5,0.534679736296921,0.244047064654827,0.362505484505741,0.337808402324487,0.27694422069098,0.201612903225806,29.7036352489283
"4837",2516,-8.98647,115.557,11.3697,8.5,3.1733,6.6699,6.2465,2.3159,42.7991,106.1591,10.2,"WA2",2516,0.534389455408772,0.243803679416064,0.362226866142346,0.337545350341658,0.27671065648677,0.215548387096774,30.2639176406259
"4838",2516.5,-11.33467,115.6962,11.8445,8.5,4.8488,6.8397,6.1264,2.3364,43.1606,108.0169,10.2,"WA2",2516.5,0.535157651219235,0.244448166086703,0.362964442712187,0.338241733406923,0.277329064118865,0.202322580645161,30.5194882557575
"4839",2517,-11.87535,115.2555,11.8708,8.5,3.4554,7.0816,6.6295,2.315,43.2061,108.9811,10.2,"WA2",2517,0.532725583017575,0.242412100474723,0.360632004019988,0.336039723095287,0.275374585363015,0.216129032258065,30.5517085362553
"4840",2517.5,-13.36734,113.7116,11.2584,8.5,2.3302,7.3672,7.0672,2.2772,43.6667,111.8941,10.2,"WA2",2517.5,0.524205342272072,0.235378520645002,0.352522548440357,0.328387343324465,0.268604330901262,0.240516129032258,30.8774880527734
"4841",2518,-14.13253,111.6998,10.8113,8.5,1.9564,7.4867,7.343,2.3118,44.1125,117.5464,10.2,"WA2",2518,0.513102926097576,0.226440936926809,0.342098123907915,0.318558256496678,0.259957669176506,0.218193548387097,31.1926294553261
"4842",2518.5,-14.50432,110.1895,10.3934,8.5,2.3136,7.5859,7.4472,2.3278,43.7583,112.8453,10.2,"WA2",2518.5,0.504768111927013,0.219896573055092,0.334377054650541,0.311283399507365,0.253593216805164,0.207870967741936,30.9421397872645
"4843",2519,-13.61011,108.5576,10.3947,8.5,2.5248,7.751,7.6687,2.3316,43.1214,109.8898,10.2,"WA2",2519,0.495762230151906,0.212980779593742,0.32613400144316,0.303521325282001,0.246835084796152,0.20541935483871,30.4917803274206
"4844",2519.5,-12.63,106.3468,10.775,8.5,2.9589,7.9651,7.9077,2.3383,44.2059,108.9255,10.2,"WA2",2519.5,0.48356160301274,0.203862855540639,0.315129697496268,0.293165989935589,0.23787059031124,0.201096774193548,31.2586150902642
"4845",2520,-13.35209,103.4876,11.4611,8.5,3.5942,8.2362,8.1041,2.3015,44.8121,109.9213,10.2,"WA2",2520,0.467782684469089,0.192486032494526,0.301171206977769,0.28004098585411,0.226591182607943,0.224838709677419,31.6873386296117
