"","DEPT","SP","GR","CALI","SFL_A","ILM","ILD","LLD","LLS","RHOB","NPHI","DT","well_name","DEPTH","VSH_linear","VSH_larionov_young","VSH_larionov_old","VSH_clavier","VSH_steiber","PHID","PHIND"
"3512",1780.5,-17.95052,76.9755,8.7143,NA,NA,NA,8.9724,8.4382,2.5063,38.0189,107.1879,"SB20",1780.5,0.524965153463959,0.235999532432496,0.353241843194196,0.329065875835378,0.269203277877184,0.0927096774193548,26.8835019323589
"3513",1781,-17.89788,76.6402,8.8067,NA,NA,NA,9.0527,8.352,2.4968,36.7146,107.3609,"SB20",1781,0.521853557316288,0.233464002486681,0.350300966671228,0.326291921668387,0.266756353928198,0.0988387096774194,25.9612367025391
"3514",1781.5,-17.81554,76.5372,8.7898,NA,NA,NA,9.1338,8.4639,2.4964,35.5459,107.6974,"SB20",1781.5,0.520897713584674,0.232689172906454,0.3494001099247,0.325442335526183,0.266007811855785,0.0990967741935484,25.1348446084381
"3515",1782,-17.7332,76.5602,8.7578,NA,NA,NA,9.22,8.6084,2.4928,36.1971,108.3483,"SB20",1782,0.521111154417947,0.232862028426047,0.349601168606522,0.32563194574522,0.266174835258283,0.10141935483871,25.5953153359705
"3516",1782.5,-17.65085,76.6562,8.7395,NA,NA,NA,9.3932,8.6942,2.488,37.2665,107.409,"SB20",1782.5,0.522002037895956,0.233584534898924,0.350441012731858,0.326424003056937,0.266872763606241,0.104516129032258,26.3514984950688
"3517",1783,-17.56851,77.0171,8.7801,NA,NA,NA,9.2601,8.5755,2.4893,38.1327,107.3575,"SB20",1783,0.525351202971096,0.236315523819198,0.353607597234557,0.329410918846466,0.269507952286282,0.103677419354839,26.9639904158981
"3518",1783.5,-17.48607,77.0338,8.7334,NA,NA,NA,8.9078,8.4207,2.4871,38.8242,107.7148,"SB20",1783.5,0.525506179576125,0.236442464163181,0.353754481451927,0.329549488737105,0.269630329388618,0.105096774193548,27.4529556785052
"3519",1784,-17.40372,76.857,8.707,NA,NA,NA,8.7911,8.3376,2.4827,38.7694,107.8897,"SB20",1784,0.523865469170792,0.235101125742227,0.352201044021174,0.328084072046921,0.268336716213583,0.107935483870968,27.4142118838813
"3520",1784.5,-17.32138,76.5079,8.7099,NA,NA,NA,8.7045,8.2553,2.491,38.512,108.1184,"SB20",1784.5,0.520625808523157,0.232469107008706,0.349144064799044,0.325200874466677,0.265795144008278,0.10258064516129,27.2321929597009
"3521",1785,-17.23904,76.0973,8.7306,NA,NA,NA,8.6187,8.1739,2.4997,37.4524,108.0554,"SB20",1785,0.516815425647422,0.229401269569139,0.345566072112977,0.321827216962081,0.262827265159109,0.096967741935484,26.4829347741425
"3522",1785.5,-17.15669,75.4427,8.7509,NA,NA,NA,8.5771,8.1426,2.5004,37.145,107.7662,"SB20",1785.5,0.510740713931747,0.224571938268677,0.339900789587635,0.316487468929882,0.258142997050679,0.096516129032258,26.2655700524771
"3523",1786,-17.07435,74.6127,8.7307,NA,NA,NA,8.6198,8.1831,2.4839,37.4849,107.7822,"SB20",1786,0.50303828386146,0.218555780810238,0.332785753434595,0.309784589510074,0.252285657372001,0.10716129032258,26.5059352933654
"3524",1786.5,-16.94781,74.0099,8.6723,NA,NA,NA,8.7273,8.2239,2.4818,37.8913,107.8807,"SB20",1786.5,0.497444278022461,0.214260355708827,0.327665768754923,0.304963369286933,0.248088094814947,0.108516129032258,26.793305054064
"3525",1787,-16.89276,73.1178,8.7041,NA,NA,NA,8.9592,8.4418,2.492,36.9307,107.8331,"SB20",1787,0.489165557702337,0.208015461553338,0.320161054763481,0.297899691044008,0.241961263503471,0.101935483870968,26.1140478797607
"3526",1787.5,-16.90072,71.7712,8.9012,NA,NA,NA,9.1973,8.666,2.503,36.3545,107.4529,"SB20",1787.5,0.476669060916014,0.198836559208297,0.30899478025472,0.287396049459359,0.232900737537895,0.0948387096774192,25.7066009483056
"3527",1788,-16.90867,70.4924,8.7554,NA,NA,NA,10.6708,10.1267,2.5263,36.8304,103.5142,"SB20",1788,0.464801750586034,0.190387962019432,0.298568304255831,0.277594684405422,0.224498906779046,0.0798064516129032,26.0430867336201
"3528",1788.5,-16.83833,69.2737,8.672,NA,NA,NA,13.3183,11.6148,2.5373,37.4006,96.4605,"SB20",1788.5,0.453492170433433,0.182572225471658,0.288790207224366,0.268407944717223,0.216669267835892,0.0727096774193547,26.446267856327
"3529",1789,-16.57989,65.6796,8.6694,NA,NA,NA,14.4999,12.4544,2.5325,38.4728,94.7177,"SB20",1789,0.420138792221845,0.160799771329708,0.26083021567194,0.24216287392597,0.194533699884586,0.075806451612903,27.2044305808641
"3530",1789.5,-16.57005,62.6505,8.727,NA,NA,NA,14.614,12.6854,2.5424,38.033,93.033,"SB20",1789.5,0.392028634479789,0.143842221363799,0.238249020965609,0.220989025910826,0.176912800582949,0.0694193548387095,26.8934370065154
"3531",1790,-16.3948,62.6822,8.7289,NA,NA,NA,14.4003,12.4203,2.5575,37.0945,93.8923,"SB20",1790,0.392322811628257,0.144013429283256,0.238480809338027,0.221206276995828,0.177092575231671,0.0596774193548386,26.2298064389006
"3532",1790.5,-16.38106,63.3206,8.7326,NA,NA,NA,14.0923,12.0626,2.5697,34.1045,96.0586,"SB20",1790.5,0.398247186757017,0.147488989191826,0.243168926431962,0.225600760723101,0.180733455803388,0.0518064516129031,24.1155510424127
"3533",1791,-16.32541,64.9489,8.7017,NA,NA,NA,13.6907,11.7152,2.5743,33.0907,97.2572,"SB20",1791,0.413357869749123,0.156596587372062,0.255302225385705,0.236977698779785,0.190199633458759,0.0488387096774193,23.398683848772
"3534",1791.5,-16.23617,66.0743,8.717,NA,NA,NA,13.4405,11.5088,2.5193,31.734,97.6937,"SB20",1791.5,0.423801622521534,0.163100782485904,0.263837940083244,0.244984565986337,0.196897538311897,0.0843225806451613,22.4394058109568
"3535",1792,-16.08743,66.3107,8.7315,NA,NA,NA,13.4249,11.3519,2.4829,31.2258,97.9692,"SB20",1792,0.425995423086132,0.164489326453371,0.265646700764747,0.246681622221379,0.198321046410352,0.107806451612903,22.0801065200217
"3536",1792.5,-15.87629,65.8895,8.7299,NA,NA,NA,13.0423,11.1955,2.4914,30.7788,98.3556,"SB20",1792.5,0.422086671826367,0.162020749293272,0.262427810944031,0.243661611812135,0.195788780412211,0.102322580645161,21.7640184634009
"3537",1793,-15.72984,65.0376,8.6333,NA,NA,NA,12.7712,11.0408,2.522,30.7045,98.9744,"SB20",1793,0.414181008962659,0.157102924292701,0.255970502727979,0.237604472358127,0.190722860983933,0.0825806451612904,21.7114386880851
"3538",1793.5,-15.3956,64.5238,8.6754,NA,NA,NA,12.5093,10.8883,2.5244,30.5731,99.3327,"SB20",1793.5,0.409412926348064,0.154184719672066,0.252110030454527,0.23398398410801,0.187702997880355,0.0810322580645161,21.6185222649103
"3539",1794,-15.38945,64.6978,8.6647,NA,NA,NA,12.3015,10.7621,2.507,30.7271,99.8725,"SB20",1794,0.411027652651956,0.155168985420017,0.253414535103558,0.235207333769491,0.188722722690307,0.0922580645161289,21.7274387119199
"3540",1794.5,-15.37791,65.9668,8.6837,NA,NA,NA,12.5398,10.8726,2.5066,31.1027,100.4489,"SB20",1794.5,0.422804018626889,0.162471938570662,0.26301724608082,0.244214598316322,0.196252133287731,0.0925161290322579,21.9930273782866
"3541",1795,-15.42217,66.6146,8.6503,NA,NA,NA,12.6005,10.8634,2.5054,31.4573,100.9238,"SB20",1795,0.428815626096204,0.166285860962311,0.26798001812029,0.248871031823486,0.200159578753674,0.0932903225806452,22.2437679628957
"3542",1795.5,-15.47883,66.7703,8.7034,NA,NA,NA,12.6892,10.9377,2.486,31.5685,100.9824,"SB20",1795.5,0.4302605277371,0.167211343094246,0.269179007798344,0.24999615881907,0.201105287265383,0.105806451612903,22.3224258006965
"3543",1796,-15.64968,66.7901,8.6052,NA,NA,NA,12.795,11.0125,2.4746,31.4166,100.7698,"SB20",1796,0.43044427245444,0.167329280446562,0.26933165267138,0.250139404330557,0.201225733904596,0.113161290322581,22.2150350105242
"3544",1796.5,-15.78644,66.7881,8.6402,NA,NA,NA,12.945,11.2018,2.4865,31.2725,100.0883,"SB20",1796.5,0.430425712381981,0.167317365059151,0.26931623223188,0.250124933387124,0.20121356569844,0.105483870967742,22.1131226096297
"3545",1797,-15.8765,66.6406,8.7371,NA,NA,NA,13.1979,11.476,2.4926,31.1234,99.3781,"SB20",1797,0.429056907038165,0.166440166754749,0.268180067764454,0.249058753543269,0.200317323048208,0.101548387096774,22.0076843356465
"3546",1797.5,-15.96655,66.4914,8.6356,NA,NA,NA,13.3954,11.7568,2.5072,30.8923,98.4459,"SB20",1797.5,0.427672325632759,0.165555985679173,0.267032999788305,0.24798239473414,0.199413078602639,0.0921290322580644,21.8442519561621
"3547",1798,-16.05661,66.4931,8.6877,NA,NA,NA,13.5212,12.0093,2.4935,30.3866,97.5933,"SB20",1798,0.427688101694349,0.16556604245548,0.267046057201141,0.247994646946164,0.199423368504133,0.100967741935484,21.4866895314857
"3548",1798.5,-16.14667,66.5111,8.7722,NA,NA,NA,13.5555,12.0658,2.5021,29.6526,97.0007,"SB20",1798.5,0.427855142346476,0.165672550935973,0.267184329681512,0.24812439310986,0.199532338980234,0.0954193548387096,20.9676630983674
"3549",1799,-16.23682,65.8119,8.7682,NA,NA,NA,13.2473,12.0272,2.5038,29.4632,96.6271,"SB20",1799,0.421366541014976,0.16156864309762,0.261836677508364,0.243107045561649,0.195324249171482,0.0943225806451612,20.8337352746599
"3550",1799.5,-16.32688,64.536,8.7485,NA,NA,NA,12.9541,11.6934,2.5052,29.3056,96.6159,"SB20",1799.5,0.409526142790061,0.154253598610733,0.252201400559496,0.234069667935953,0.187774397378891,0.0934193548387097,20.7222937742888
"3551",1800,-16.41693,63.91,8.8045,NA,NA,NA,12.6902,11.455,2.5229,29.2379,96.8617,"SB20",1800,0.403716840110544,0.150745007306758,0.247531527162444,0.229690802294838,0.184129819229939,0.082,20.6743986661039
"3552",1800.5,-16.50699,64.0895,8.7762,NA,NA,NA,12.4317,11.3798,2.5023,29.1534,97.2254,"SB20",1800.5,0.405382606613696,0.15174572518293,0.248866728690347,0.230942719634149,0.185170914085152,0.0952903225806451,20.6146769536364
"3553",1801,-16.59705,65.0971,8.7343,NA,NA,NA,12.7572,11.7375,2.498,29.3882,97.4561,"SB20",1801,0.4147331711183,0.157443174822789,0.25641921100078,0.238025322651402,0.191074287023799,0.0980645161290321,20.7807111992025
"3554",1801.5,-16.6871,66.4063,8.729,NA,NA,NA,13.2041,11.9184,2.5077,29.7185,97.3046,"SB20",1801.5,0.426882594549649,0.165053074937569,0.266379725878303,0.247369414441149,0.19889836488604,0.0918064516129033,21.0142531472636
"3555",1802,-16.75816,66.7014,8.7226,NA,NA,NA,13.3842,11.8263,2.5182,30.4834,96.7678,"SB20",1802,0.429621133240904,0.166801377850704,0.268648137439601,0.249497985063263,0.200686479611521,0.0850322580645159,21.5551027142636
"3556",1802.5,-16.73592,66.7522,8.736,NA,NA,NA,13.5356,11.6554,2.513,31.2654,95.8731,"SB20",1802.5,0.430092559081351,0.167103580289437,0.269039502812254,0.249865244913782,0.200995218199465,0.0883870967741936,22.1080646986442
"3557",1803,-16.91717,66.7766,8.7021,NA,NA,NA,12.8981,11.3954,2.526,31.66,95.712,"SB20",1803,0.430318991965345,0.167248862587136,0.269227572404038,0.250041732875581,0.201143606707563,0.0800000000000001,22.3870721622994
"3558",1803.5,-17.05883,66.7533,8.7129,NA,NA,NA,12.0648,11.0871,2.5276,31.7055,95.9338,"SB20",1803.5,0.430102767121203,0.167110128085368,0.269047980088757,0.2498732001149,0.201001906493353,0.0789677419354838,22.419243588425
"3559",1804,-17.16129,66.7749,8.8796,NA,NA,NA,11.753,10.8404,2.5191,31.3325,97.0392,"SB20",1804,0.430303215903755,0.16723873772532,0.269214467281407,0.250029434740957,0.201133266127983,0.0844516129032258,22.1555036991367
"3560",1804.5,-17.23095,66.8092,8.7208,NA,NA,NA,11.6305,10.6548,2.5231,30.487,98.8301,"SB20",1804.5,0.430621521146419,0.167443100972904,0.269478937857792,0.25027762108721,0.201341961551378,0.0818709677419355,21.5576421699517
"3561",1805,-17.3008,66.8783,8.6369,NA,NA,NA,11.6355,10.4723,2.5323,29.5963,99.4751,"SB20",1805,0.43126277164986,0.16785531345806,0.27001208876789,0.25077795301097,0.201762772087401,0.0759354838709675,20.9278133101348
"3562",1805.5,-17.41206,67.593,8.7898,NA,NA,NA,11.6878,10.4005,2.5165,29.064,99.4529,"SB20",1805.5,0.437895213542914,0.172158823516168,0.275554350159295,0.255979749797072,0.206145014656991,0.0861290322580644,20.5514417281391
"3563",1806,-17.34072,68.7739,8.7431,NA,NA,NA,11.7591,10.4734,2.5036,30.4867,99.3555,"SB20",1806,0.448854008326048,0.179431895356114,0.284824238048366,0.264683147331861,0.213506978041769,0.0944516129032257,21.5574557635773
"3564",1806.5,-17.28977,69.2579,8.6787,NA,NA,NA,11.8342,10.5467,2.5031,31.4389,99.5379,"SB20",1806.5,0.453345545861011,0.182472378489443,0.288664441727828,0.268289815695032,0.216568870494106,0.0947741935483871,22.2307603936276
"3565",1807,-17.41903,69.7179,8.8763,NA,NA,NA,11.9135,10.6206,2.5129,31.5735,99.6106,"SB20",1807,0.457614362526471,0.185394737217219,0.292336451184365,0.271739173794775,0.219503390144366,0.0884516129032257,22.3259235636269
"3566",1807.5,-17.43928,69.8391,8.5612,NA,NA,NA,11.9934,10.6512,2.5167,31.5076,99.5189,"SB20",1807.5,0.458739102917458,0.186170055449843,0.2933075683075,0.27265151719349,0.220280577232265,0.0859999999999999,22.2793206108265
"3567",1808,-17.35704,69.8939,8.7969,NA,NA,NA,12.092,10.7016,2.5147,31.3538,99.3997,"SB20",1808,0.459247648902821,0.186521346756173,0.293747151606187,0.273064511439539,0.220632530120482,0.0872903225806452,22.1705705163446
"3568",1808.5,-17.2417,69.9486,8.8238,NA,NA,NA,12.1984,10.765,2.5091,31.5555,99.3731,"SB20",1808.5,0.459755266884562,0.186872454232425,0.294186241910422,0.273477052083101,0.220984183937003,0.0909032258064515,22.3132006180922
"3569",1809,-17.21955,70.0034,8.7894,NA,NA,NA,12.3058,10.8288,2.5048,31.9954,99.5165,"SB20",1809,0.460263812869925,0.187224662232797,0.294626444887516,0.273890647760648,0.221336824940356,0.0936774193548387,22.6242612765467
"3570",1809.5,-17.18131,70.0582,8.7725,NA,NA,NA,12.3127,10.893,2.5095,32.3647,99.7298,"SB20",1809.5,0.460772358855289,0.187577329896515,0.295066958314678,0.274304544821185,0.221689811073418,0.0906451612903225,22.8853885987901
"3571",1810,-17.22787,70.1129,8.7675,NA,NA,NA,12.4059,10.9472,2.5131,32.3403,99.8659,"SB20",1810,0.46127997683703,0.18792981300991,0.295506977704244,0.274717987415337,0.222042497762006,0.0883225806451612,22.868130716876
"3572",1810.5,-17.24593,70.1677,8.7304,NA,NA,NA,12.4419,10.99,2.4973,31.5579,100.1745,"SB20",1810.5,0.461788522822393,0.188283400959272,0.29594811212101,0.275132487478867,0.222396175044111,0.098516129032258,22.3149138227966
"3573",1811,-17.24558,70.06,8.7225,NA,NA,NA,12.2646,11.0329,2.4934,31.1875,100.418,"SB20",1811,0.460789062920502,0.187588921674947,0.29508143300244,0.274318145095427,0.221701411368639,0.101032258064516,22.0530084542582
"3574",1811.5,-17.29234,69.7476,8.7604,NA,NA,NA,12.0913,11.0248,2.4936,30.3223,100.7107,"SB20",1811.5,0.45788997960248,0.185584521745009,0.292574282910769,0.271962607234612,0.219693684275205,0.100903225806452,21.4412226651254
"3575",1812,-17.47879,69.1251,8.7757,NA,NA,NA,12.0051,11.0163,2.4902,30.5335,101.1829,"SB20",1812,0.452113157049765,0.181634640655692,0.287608384567439,0.267297911862755,0.215726134978887,0.103096774193548,21.5905679776477
"3576",1812.5,-17.61855,68.626,8.7279,NA,NA,NA,12.0031,11.0078,2.4926,30.9297,101.2834,"SB20",1812.5,0.447481490967741,0.178509753978853,0.283655516156005,0.26358563503199,0.212576542420702,0.101548387096774,21.8707184857394
"3577",1813,-17.72531,68.611,8.6676,NA,NA,NA,12.0767,10.9992,2.4918,31.0798,101.1323,"SB20",1813,0.447342290424302,0.178416411680818,0.283537108679089,0.263474445544418,0.212482313270006,0.102064516129032,21.9768558397858
"3578",1813.5,-17.74446,68.8852,8.6436,NA,NA,NA,12.1506,10.9685,2.4853,31.2381,100.9926,"SB20",1813.5,0.449886876358365,0.180127983080617,0.285705210309907,0.265510483977383,0.214208767717437,0.106258064516129,22.0888001302275
"3579",1814,-17.78152,69.6075,8.6222,NA,NA,NA,12.225,10.9007,2.4835,31.3405,100.7841,"SB20",1814,0.456589846526761,0.184690450508735,0.291453186091368,0.270909405631958,0.21879691557864,0.10741935483871,22.1612102463719
"3580",1814.5,-17.81268,70.2503,8.7205,NA,NA,NA,12.0361,10.7193,2.4887,31.3134,100.8109,"SB20",1814.5,0.46255505381493,0.188817236004232,0.296613621651051,0.275757834197651,0.22292992775947,0.104064516129032,22.1420397545429
"3581",1815,-17.83544,70.5966,8.6756,NA,NA,NA,11.6,10.5408,2.4947,31.2303,101.403,"SB20",1815,0.465768730361123,0.191066794463786,0.29941147678301,0.278387089495803,0.225176294719727,0.100193548387097,22.0832705552998
"3582",1815.5,-17.94649,70.7233,8.7615,NA,NA,NA,11.271,10.3964,2.5004,31.0761,101.7834,"SB20",1815.5,0.466944510951371,0.191894479026456,0.30043824021806,0.279352081492227,0.226001660076069,0.096516129032258,21.9742270236425
"3583",1816,-17.95685,70.6683,8.7399,NA,NA,NA,10.9692,10.2771,2.4997,30.6813,102.2591,"SB20",1816,0.466434108958761,0.191534877646858,0.299992320446636,0.278932982066792,0.225643141381564,0.096967741935484,21.6950636370693
"3584",1816.5,-17.87381,70.5393,8.7077,NA,NA,NA,10.6755,10.1592,2.4975,30.2157,103.0542,"SB20",1816.5,0.465236984285187,0.190693293436741,0.298947672936238,0.277951206725323,0.224803639683528,0.0983870967741935,21.3658396337566
"3585",1817,-17.94046,70.4102,8.7289,NA,NA,NA,10.4335,9.8715,2.4937,30.2525,103.7115,"SB20",1817,0.464038931607989,0.189853639703202,0.29790394986052,0.276970356703371,0.223965429670179,0.100838709677419,21.3918667335902
"3586",1817.5,-18.02102,71.044,8.7452,NA,NA,NA,10.2005,9.6291,2.4799,30.5934,104.0573,"SB20",1817.5,0.469920618570095,0.194000682376488,0.303044650871618,0.281801936877445,0.228099225672188,0.109741935483871,21.632939777714
"3587",1818,-18.00328,71.8185,8.706,NA,NA,NA,9.9728,9.4141,2.4902,31.3015,104.4881,"SB20",1818,0.477108006629658,0.199154012474585,0.309383731997915,0.287761797454709,0.233215241551372,0.103096774193548,22.1336229659183
"3588",1818.5,-18.01233,72.3843,8.6533,NA,NA,NA,10.0199,9.504,2.5006,31.9978,104.3451,"SB20",1818.5,0.482358651128174,0.202979206112102,0.314054746482316,0.292154830919833,0.236998354903191,0.0963870967741935,22.6259640160638
"3589",1819,-18.01589,72.9724,8.7144,NA,NA,NA,10.1178,9.5969,2.501,32.7776,103.8117,"SB20",1819,0.487816240434603,0.207010137435709,0.31894603213971,0.296756407832266,0.240972173197116,0.0961290322580645,23.1773629059784
"3590",1819.5,-18.11955,72.9046,8.7033,NA,NA,NA,10.5065,9.7392,2.4989,33.008,103.0504,"SB20",1819.5,0.487187053978259,0.206542542951503,0.318380243773231,0.296224056743234,0.240511861490266,0.097483870967742,23.3402824222962
"3591",1820,-18.4976,72.3689,8.7276,NA,NA,NA,11.0411,10.2343,2.5004,33.3195,101.5415,"SB20",1820,0.482215738570243,0.202874408244096,0.313927159720758,0.29203482021862,0.236894869003397,0.096516129032258,23.5605432409056
"3592",1820.5,-18.67266,71.8437,8.7768,NA,NA,NA,11.5424,10.6708,2.5024,33.8091,99.0959,"SB20",1820.5,0.477341863542635,0.199323287883273,0.309591050303772,0.287956751246636,0.233382909950835,0.0952258064516127,23.9067387023431
"3593",1821,-18.98391,71.6346,8.8296,NA,NA,NA,12.0052,10.8337,2.5104,34.0718,97.6706,"SB20",1821,0.475401407967097,0.197921774044133,0.307872835189643,0.286341084225418,0.231993978746279,0.0900645161290321,24.092484999031
"3594",1821.5,-19.07797,71.7741,8.7946,NA,NA,NA,12.2191,10.999,2.5161,34.3541,97.2736,"SB20",1821.5,0.476695973021079,0.19885601223444,0.309018620380272,0.287418467105004,0.232920012260881,0.0863870967741936,24.2920938737328
"3595",1822,-19.18563,71.8481,8.7238,NA,NA,NA,12.1344,10.9669,2.5096,34.6364,98.1653,"SB20",1822,0.477382695702044,0.199352854319228,0.309627255630811,0.287990797529496,0.233412193249446,0.0905806451612904,24.4917170673401
"3596",1822.5,-19.26709,71.1638,8.682,NA,NA,NA,12.0504,10.8947,2.5005,34.9161,99.3875,"SB20",1822.5,0.47103236691036,0.194791604638334,0.304021058137352,0.282719789297713,0.228885900665316,0.0964516129032257,24.6895052818362
"3597",1823,-19.36774,70.3002,8.6345,NA,NA,NA,11.9669,10.811,2.5021,34.3373,100.3559,"SB20",1823,0.46301812762277,0.189140243282491,0.29701600955047,0.276135949319309,0.223252758778379,0.0954193548387096,24.2802314254135
"3598",1823.5,-19.3636,69.645,8.6337,NA,NA,NA,11.8657,10.7118,2.5171,32.6481,100.5516,"SB20",1823.5,0.456937847885358,0.184929470827598,0.291753067524812,0.271191119802793,0.219036730917228,0.0857419354838709,23.0857725156589
"3599",1824,-19.41615,69.4076,8.6445,NA,NA,NA,11.7207,10.6145,2.5623,31.7526,100.7389,"SB20",1824,0.454734767284531,0.183419906141036,0.289857056950652,0.269410045741849,0.217521234348907,0.0565806451612903,22.4525144263333
"3600",1824.5,-19.45211,69.9375,8.6485,NA,NA,NA,11.5782,10.5286,2.5327,31.2848,101.0019,"SB20",1824.5,0.459652258482417,0.186801168760431,0.294097114499497,0.273393312998769,0.220912796817298,0.0756774193548385,22.1217589503163
"3601",1825,-19.57197,71.0046,8.6799,NA,NA,NA,11.4482,10.4431,2.5081,31.2327,101.4811,"SB20",1825,0.469554985142662,0.193741055104401,0.302723857318608,0.281500392411775,0.227840873783872,0.091548387096774,22.084948838487
"3602",1825.5,-19.60703,71.932,8.6804,NA,NA,NA,11.3197,10.3554,2.5148,31.1556,102.0666,"SB20",1825.5,0.478161290741679,0.199917225301638,0.310318017653128,0.288640381405965,0.233971020283985,0.0872258064516128,22.0304223711361
"3603",1826,-19.67358,72.5787,8.7586,NA,NA,NA,11.1926,10.2685,2.5117,30.6693,102.3982,"SB20",1826,0.484162690171142,0.204305417156295,0.315667497621174,0.293671900584134,0.238307200122779,0.089225806451613,21.6865617806804
"3604",1826.5,-19.83234,72.767,8.7245,NA,NA,NA,11.0669,10.2478,2.5109,30.0541,102.2833,"SB20",1826.5,0.485910120993112,0.205595877041632,0.317233493117181,0.295145137415932,0.239579415519348,0.089741935483871,21.251552654159
"3605",1827,-19.8174,72.6877,8.6934,NA,NA,NA,11.0975,10.2379,2.5173,31.4284,102.0368,"SB20",1827,0.485174214120132,0.205051712298124,0.316573532853121,0.294524250588176,0.239043105166804,0.0856129032258063,22.2233172155869
"3606",1827.5,-19.87175,72.3011,8.6721,NA,NA,NA,11.1899,10.2924,2.5207,32.4428,101.8223,"SB20",1827.5,0.4815865521139,0.202413481954923,0.313365747095075,0.291506755478186,0.236439607663036,0.0834193548387095,22.9405997156653
"3607",1828,-19.90891,72.0367,8.7124,NA,NA,NA,11.2534,10.3213,2.5043,33.8516,101.666,"SB20",1828,0.479132910534883,0.200623094353939,0.311181075791282,0.289452028715955,0.234669584062076,0.0939999999999998,23.9367881989209
"3608",1828.5,-19.99297,71.8861,8.7164,NA,NA,NA,11.1826,10.3133,2.5226,34.8919,101.5533,"SB20",1828.5,0.477735337078756,0.199608329690259,0.309940023294843,0.288284916919852,0.233665191807359,0.0821935483870966,24.6723675534939
"3609",1829,-20.10322,71.9307,8.6599,NA,NA,NA,11.1115,10.2567,2.525,34.8066,101.7279,"SB20",1829,0.478149226694581,0.199908471980122,0.310307308858951,0.288630310783542,0.233962354966907,0.0806451612903226,24.6120489517029
"3610",1829.5,-20.08268,72.187,8.7108,NA,NA,NA,11.0358,10.1459,2.5211,34.7803,102.0425,"SB20",1829.5,0.480527699980141,0.201639470411029,0.312422055687333,0.290619160915121,0.235674721113453,0.0831612903225805,24.5934562830259
"3611",1830,-20.16283,72.7927,8.8053,NA,NA,NA,10.9607,10.0348,2.5281,34.6725,102.3683,"SB20",1830,0.486148617924204,0.205772453551918,0.317447521333211,0.295346499596253,0.239753393110165,0.0786451612903227,24.5172229393073
"3612",1830.5,-20.23909,73.5503,8.8575,NA,NA,NA,10.8782,9.9249,2.5172,34.573,102.6414,"SB20",1830.5,0.493179173371493,0.211026498982328,0.323788667937815,0.301313666245172,0.244919036400438,0.0856774193548387,24.4468778131297
"3613",1831,-20.33415,73.8434,8.7965,NA,NA,NA,10.7849,9.8383,2.5145,35.591,102.69,"SB20",1831,0.495899151990289,0.213084733226601,0.32625855666523,0.303638578924172,0.246936925196927,0.0874193548387097,25.1667133645178
"3614",1831.5,-20.41241,74.4576,8.758,NA,NA,NA,10.6925,9.7595,2.5136,35.9717,102.7731,"SB20",1831.5,0.501598950242302,0.217444676105046,0.331464588980839,0.308540348132006,0.251201133234002,0.0880000000000001,25.4359091137903
"3615",1832,-20.41606,75.2814,8.7643,NA,NA,NA,10.6008,9.6938,2.5312,36.0292,103.3045,"SB20",1832,0.509243844087967,0.223393451840647,0.338512118285222,0.315178955411438,0.256997567488837,0.0766451612903225,25.4765492867534
"3616",1832.5,-20.48272,75.9291,8.7614,NA,NA,NA,10.3825,9.5822,2.5032,36.0164,104.125,"SB20",1832.5,0.51525452355366,0.228153177413962,0.344105815583589,0.320450637714486,0.261618121574452,0.0947096774193547,25.4675287266256
"3617",1833,-20.43697,75.6109,8.724,NA,NA,NA,9.9582,9.3696,2.4954,36.2513,105.1952,"SB20",1833,0.512301616025509,0.225805665420352,0.341351937136614,0.317855003343738,0.259341122926622,0.0997419354838709,25.6336370823933
"3618",1833.5,-20.47673,76.3767,8.7117,NA,NA,NA,9.6836,9.1148,2.4895,36.363,106.6002,"SB20",1833.5,0.519408267769877,0.231485572393005,0.347998724851724,0.324120835067822,0.26484430303558,0.103548387096774,25.7126281354947
"3619",1834,-20.51879,76.8836,8.6862,NA,NA,NA,9.4875,8.844,2.4974,36.5641,108.0121,"SB20",1834,0.52411231813449,0.235302572915777,0.352434536801088,0.328304322164932,0.26853106554875,0.0984516129032259,25.8548167807285
"3620",1834.5,-20.57605,77.0927,8.6295,NA,NA,NA,9.4394,8.5732,2.5038,36.8721,108.4459,"SB20",1834.5,0.526052773710028,0.236890578909592,0.354272786168121,0.330038469124791,0.270062257743628,0.0943225806451612,26.0725972541979
"3621",1835,-20.6872,77.0654,8.6775,NA,NA,NA,9.4239,8.3106,2.5187,37.3914,108.4182,"SB20",1835,0.52579942872097,0.236682800761004,0.354032504420777,0.329811779153191,0.269861999788527,0.0847096774193548,26.439780347891
"3622",1835.5,-20.76366,76.9093,8.6997,NA,NA,NA,9.4168,8.3176,2.5339,37.3507,108.079,"SB20",1835.5,0.524350815065582,0.235497325377651,0.352660205355052,0.328517196007094,0.268718932564284,0.0749032258064515,26.4109863596879
"3623",1836,-20.81722,76.9831,8.6313,NA,NA,NA,9.4098,8.4674,2.5234,37.2426,107.5056,"SB20",1836,0.525035681739301,0.236057238273363,0.353308649030895,0.329128897939152,0.26925892153466,0.0816774193548386,26.3345583403333
"3624",1836.5,-20.95007,76.9178,8.7319,NA,NA,NA,9.4028,8.8164,2.5114,37.1964,107.1363,"SB20",1836.5,0.524429695373531,0.235561763889438,0.352734859235468,0.328587618151461,0.268781087783482,0.0894193548387096,26.3019026762421
